emp_id,salary,bonus
135,131390,17977
136,72730,26694
137,115203,16620
138,121937,5456
139,143723,21832
140,33323,5067
141,30445,25473
142,112945,6862
143,39963,23186
144,80511,17754
145,45437,16623
146,46855,12554
147,111947,13319
148,40847,10895
149,33236,18020
150,91897,17202
151,148636,10515
152,43487,25122
153,107384,5367
154,92423,27585
155,43155,20640
156,41255,20461
157,31979,19897
158,51305,24024
159,104543,26291
160,65094,5058
161,65098,25640
162,119566,13294
163,63770,26325
164,39734,9507
165,101984,22169
166,69605,19752
167,107932,20475
168,85619,17137
169,57881,19334
170,93401,23830
171,61177,20114
172,70122,21035
173,142555,23749
174,65297,9701
175,141513,12417
176,146118,26950
177,66680,14558
178,113452,16057
179,81044,14214
180,126775,27767
181,74084,16322
182,64189,20886
183,43510,16036
184,120502,19060
185,52152,22873
186,114738,18607
187,56445,7334
188,106688,29074
189,101153,21096
190,31195,24773
191,134533,5202
192,89949,5230
193,55433,28431
194,35305,16320
195,88860,16683
196,103613,7962
197,78648,7327
198,93090,7784
199,126921,18485
200,72113,5803
201,145530,17553
202,133504,19582
203,72642,27150
204,63062,25107
205,101633,16093
206,134716,11396
207,71604,19810
208,140129,21559
209,36678,14636
210,62121,20306
211,78503,17195
212,116940,10691
213,101279,8532
214,46494,21223
215,137079,25733
216,74185,22927
217,39678,15346
218,67632,18482
219,76235,10456
220,31648,8413
221,111213,12085
222,144222,25563
223,118301,14332
224,97917,9807
225,46489,12386
226,107281,6940
227,35818,5656
228,138190,7503
229,63149,22042
230,57312,16030
231,67124,18138
232,134222,19601
233,31316,20646
234,100990,28422
235,90046,15645
236,108643,19628
237,99610,29486
238,116724,27409
239,143115,11498
240,127504,27732
241,145594,18789
242,94042,24425
243,135925,17195
244,145350,23722
245,53102,21494
246,144430,26571
247,136958,6718
248,61957,27900
249,42872,5125
250,80094,21046
251,77719,29837
252,103885,24318
253,49693,10917
254,80478,15394
255,128163,22988
256,73677,12590
257,90012,7082
258,40760,17134
259,41584,20058
260,32106,19301
261,43669,10093
262,149487,28527
263,55223,5284
264,90666,10566
265,65706,15757
266,98019,13218
267,91585,23658
268,57482,8972
269,90369,18679
270,64143,16573
271,54240,9113
272,40015,19378
273,112164,15328
274,93023,28113
275,81500,29732
276,93925,22673
277,120979,15373
278,126355,23895
279,110596,10720
280,122973,22539
281,79631,24172
282,106190,10153
283,93652,11226
284,81087,7976
285,109789,10251
286,84909,8499
287,41565,24297
288,57597,21587
289,123304,23206
290,95623,15736
291,39432,13633
292,104300,11971
293,95714,28809
294,121837,14507
295,79314,27166
296,130944,18158
297,71965,29310
298,127449,27387
299,114268,16108
300,97957,17077
301,73715,9175
302,83450,29170
303,116062,7859
304,91902,7962
305,58317,18616
306,149191,22751
307,96753,17857
308,65242,10210
309,30929,7909
310,136262,15408
311,129806,8405
312,128724,20993
313,43580,25878
314,144144,19923
315,134134,5820
316,125967,29086
317,50742,12255
318,47833,24046
319,126421,19941
320,101347,28488
321,104155,16017
322,119791,26756
323,120508,9453
324,43527,24513
325,88139,17206
326,144527,18710
327,128410,26000
328,99585,19860
329,71057,13086
330,97439,20776
331,148258,23050
332,74261,12389
333,100912,24784
334,30042,16774
335,52769,7200
336,97113,17142
337,107918,22367
338,52449,28007
339,68653,11051
340,58859,9115
341,38576,24024
342,75874,11371
343,107199,24801
344,66345,11587
345,147926,15607
346,144446,20234
347,100780,18930
348,130438,14080
349,99428,6883
350,122648,9821
351,34321,8822
352,35776,13338
353,138888,23100
354,46119,27007
355,60569,7477
356,68596,18135
357,82967,14655
358,63063,15437
359,128717,20332
360,52340,14502
361,105723,5368
362,85430,24233
363,142620,18598
364,36668,7747
365,110880,12562
366,38195,12139
367,112097,15010
368,132658,11704
369,87995,6887
370,117834,16975
371,68250,21443
372,46076,5544
373,45376,24448
374,131575,27830
375,85839,18555
376,94723,27187
377,73442,22614
378,35392,28926
379,144977,19813
380,57106,18333
381,109845,21942
382,54809,19684
383,145095,27447
384,30693,13861
385,129473,29833
386,124769,22454
387,89821,6050
388,104159,25422
389,136086,26530
390,142160,19292
391,104710,20756
392,41352,9022
393,82196,13336
394,101066,7634
395,34992,12288
396,83076,13992
397,53354,6485
398,33312,24207
399,75833,22056
400,34318,17166
401,142363,25806
402,129992,22798
403,96003,27499
404,57192,8894
405,137841,8846
406,130726,19481
407,119199,14386
408,126782,23408
409,149195,22741
410,142908,28860
411,67489,19996
412,137507,13048
413,70309,5568
414,138173,11490
415,58273,28853
416,77553,6945
417,59473,29922
418,91410,21791
419,43679,9228
420,122981,16945
421,75310,13805
422,113406,12131
423,90683,29681
424,142765,7218
425,55992,19975
426,59433,20609
427,106574,12711
428,55933,16991
429,75020,25741
430,59236,17105
431,88735,21877
432,39770,20238
433,99285,8868
434,140121,25769
435,65271,16526
436,103391,15060
437,141682,10433
438,139633,27612
439,53439,22822
440,125826,6352
441,41101,13236
442,122776,26294
443,112319,23764
444,149070,9560
445,74917,21583
446,122345,20560
447,142923,9424
448,113459,12847
449,143289,19195
450,110562,9797
451,71196,28184
452,53569,28910
453,149598,19309
454,71887,27404
455,50893,24152
456,117971,7407
457,85304,26881
458,132428,8791
459,62399,24677
460,147083,24230
461,55236,29226
462,122735,11508
463,115870,19407
464,144679,24695
465,128753,14629
466,79531,5126
467,110570,26990
468,126621,14812
469,39442,12694
470,86437,8319
471,90342,13673
472,108179,10431
473,65069,9378
474,103246,28553
475,68560,23505
476,88070,24519
477,72427,16012
478,90496,11490
479,94557,27524
480,102752,15563
481,107248,21622
482,100441,6420
483,78534,19672
484,134303,5340
485,57930,16542
486,126728,12520
487,119042,16185
488,145287,9987
489,37288,17749
490,139570,25459
491,125547,10412
492,111122,24862
493,91518,29737
494,62400,12670
495,31567,23879
496,77878,29246
497,78850,18766
498,31094,29436
499,41135,13323
500,109044,6857
501,75113,19455
502,88791,5504
503,39684,12467
504,122783,23540
505,101727,13484
506,113378,16842
507,88552,9923
508,38046,14251
509,34934,20920
510,89556,15495
511,76806,26938
512,31354,27122
513,134777,18319
514,125352,24179
515,83046,14393
516,141098,11900
517,95064,7160
518,87184,21236
519,32963,28717
520,57424,29055
521,110039,11221
522,33042,15038
523,125777,24651
524,135277,25881
525,37139,28360
526,41226,13255
527,135234,7699
528,110298,16125
529,113652,26928
530,68108,20401
531,100647,5372
532,98617,25411
533,59815,29881
534,37802,19544
535,72230,23898
536,93372,22315
537,143884,28855
538,84020,6990
539,113449,25040
540,47465,14607
541,37994,11790
542,33531,13553
543,39343,10383
544,89066,20575
545,129020,5715
546,36229,14837
547,124311,22931
548,122302,18950
549,112124,12992
550,118704,22035
551,74789,6050
552,74069,18357
553,132398,9742
554,117402,18369
555,39524,10044
556,118074,26440
557,138345,15288
558,116762,12261
559,93103,15846
560,38103,23064
561,88581,14799
562,113938,8522
563,84203,18690
564,45090,7057
565,45915,7721
566,71477,9821
567,86987,7563
568,129742,19559
569,83238,18692
570,117047,20661
571,146740,5202
572,45029,5941
573,126367,21972
574,119067,13762
575,83520,29771
576,100053,14537
577,81464,29993
578,51961,6642
579,56835,6365
580,57725,12556
581,55357,5008
582,139209,21915
583,31244,6035
584,97952,17763
585,78061,23001
586,36490,11722
587,107219,25100
588,35839,27459
589,54992,22460
590,143154,28987
591,74938,9015
592,86249,12129
593,74735,7962
594,133313,9840
595,80734,22296
596,77080,25533
597,104460,25454
598,111457,20337
599,54260,10699
600,89607,10922
601,91852,29919
602,58380,26664
603,114347,19862
604,101257,18598
605,71191,6898
606,34930,27939
607,34353,29774
608,37832,24616
609,79554,7822
610,118487,9484
611,84017,26884
612,87298,18052
613,144752,23038
614,81389,21975
615,103306,6848
616,55525,26575
617,112092,18269
618,110630,8041
619,103471,21551
620,98211,9379
621,61280,12661
622,41240,11967
623,95092,28667
624,99541,17199
625,92851,20674
626,36544,25394
627,87981,18531
628,47332,26370
629,56836,25232
630,44388,23565
631,143263,5832
632,31694,19210
633,116677,22405
634,118202,15185
635,143057,8492
636,79294,16862
637,68769,5288
638,69420,12816
639,143289,6076
640,132885,20564
641,67855,6371
642,31460,6074
643,132191,9934
644,77646,5039
645,71252,9274
646,39835,21566
647,143947,10496
648,40910,17992
649,112757,7508
650,121149,17018
651,126889,13072
652,134150,18348
653,38463,18910
654,43336,18952
655,56534,21065
656,32369,5318
657,55381,16818
658,142296,23787
659,115094,18982
660,117905,15856
661,129186,17516
662,126490,5728
663,55407,6287
664,92552,9001
665,65939,26990
666,122303,13752
667,97576,6375
668,118652,19970
669,56170,17078
670,101908,5024
671,52369,22538
672,103098,17657
673,74544,22843
674,35900,20583
675,70733,26491
676,117236,9706
677,136769,18663
678,30589,20844
679,90044,14412
680,95311,23540
681,87926,10979
682,100599,12943
683,115553,27426
684,113910,13911
685,118435,12486
686,79008,6105
687,96794,8769
688,109134,7479
689,32866,15112
690,82890,16271
691,145259,9731
692,71504,16361
693,125668,21087
694,83374,8172
695,59404,19041
696,95223,29569
697,141008,12068
698,30637,11557
699,120152,8330
700,133186,11022
701,45828,17643
702,83544,7058
703,121732,27074
704,131976,27155
705,75097,23254
706,143271,8621
707,62022,14337
708,62202,8991
709,58704,16565
710,121411,29700
711,53641,13503
712,67479,22158
713,108771,20337
714,52027,16112
715,128463,18761
716,72912,15023
717,143097,13885
718,138227,26662
719,122558,6376
720,101474,10939
721,139658,14181
722,72692,7846
723,128884,11817
724,62209,12430
725,87563,16151
726,86738,6716
727,67242,11780
728,39941,8331
729,37073,14081
730,137966,22762
731,67827,25968
732,76225,28765
733,67096,9275
734,80546,26922
735,96457,28694
736,98309,15556
737,99998,18555
738,116496,21615
739,60268,15004
740,115354,10422
741,135037,25810
742,140078,16188
743,72078,5247
744,31865,25762
745,126242,18598
746,58887,18227
747,79876,18811
748,126047,8741
749,63479,21446
750,70478,25607
751,56401,6551
752,58502,11306
753,149768,8005
754,141750,8322
755,43394,21008
756,128694,12997
757,39262,29870
758,34487,17466
759,57341,17516
760,138924,22266
761,43570,5393
762,87268,7739
763,59605,9167
764,101602,25797
765,132798,26074
766,56723,25858
767,99108,18194
768,108206,9231
769,90098,24161
770,123375,6401
771,78707,13086
772,79028,5905
773,123937,5529
774,86921,13011
775,90760,28462
776,40249,20001
777,97847,9618
778,127547,25105
779,73839,29962
780,135077,24005
781,69673,28110
782,33642,21956
783,36338,22027
784,144650,19908
785,81761,25455
786,39622,29455
787,78423,12013
788,72873,14484
789,134544,16787
790,77565,17834
791,37806,10605
792,30757,15677
793,122246,27066
794,51470,21938
795,36220,19051
796,138408,24777
797,121851,15766
798,84754,15416
799,123329,20009
800,109852,25952
801,137630,18874
802,52505,14185
803,58288,24843
804,104492,22505
805,49109,26914
806,148056,26493
807,33497,21439
808,87326,19660
809,39864,13849
810,127046,29835
811,123517,9736
812,117562,7609
813,104310,19675
814,149454,8909
815,142343,21787
816,51017,19867
817,31821,5794
818,80337,22945
819,75485,20369
820,113557,15833
821,86388,28807
822,40372,15856
823,136684,11795
824,130050,10492
825,123938,20794
826,101333,15149
827,46283,9999
828,70857,27582
829,81772,10197
830,140441,8562
831,89670,23078
832,103133,5855
833,125856,14487
834,61261,26139
835,87154,8621
836,36107,9206
837,121296,6038
838,65561,9596
839,106674,25897
840,65268,19151
841,61608,9370
842,43138,29045
843,136665,26700
844,67693,8447
845,113000,27234
846,51248,28614
847,132757,24816
848,48632,28500
849,77547,20903
850,42100,20326
851,77930,19056
852,96861,10229
853,106905,7241
854,83025,12818
855,105876,11998
856,108944,26278
857,80840,15155
858,49369,11444
859,48460,8015
860,121641,19903
861,126920,11815
862,31461,9864
863,72362,14676
864,128376,9234
865,58610,26340
866,134334,19147
867,50995,23723
868,114716,13526
869,37717,11842
870,108867,6858
871,109472,6207
872,94022,22308
873,83668,24329
874,81645,26765
875,59550,10429
876,116151,25823
877,33576,12591
878,70868,17944
879,128039,10892
880,76380,16777
881,35728,10945
882,62800,12691
883,40886,17548
884,109614,18673
885,99909,9027
886,77236,17456
887,75805,9295
888,148286,17869
889,62532,28863
890,142765,9661
891,130696,19730
892,58688,17034
893,41063,23782
894,53089,21411
895,85942,17142
896,81829,6898
897,80553,17919
898,63585,12300
899,101739,7427
900,89004,6625
901,149250,15767
902,149411,23420
903,32438,8355
904,123095,28430
905,53212,19053
906,80362,25104
907,102177,9902
908,46983,20786
909,44026,15266
910,80998,26620
911,85744,13280
912,87013,19954
913,81039,16996
914,79831,19046
915,115172,29697
916,64603,19205
917,107758,9961
918,97713,5032
919,136446,9698
920,128452,13887
921,146183,25225
922,43105,13716
923,130048,18335
924,97182,26828
925,82147,11177
926,105400,13438
927,76434,8926
928,56515,20378
929,119298,15288
930,88001,15154
931,131971,7959
932,88397,23611
933,91415,6393
934,46960,23407
935,139591,18025
936,123143,11064
937,111838,28946
938,75778,11639
939,60941,7478
940,126857,28758
941,125849,12929
942,133083,25843
943,70955,27837
944,108565,14173
945,131276,16415
946,86908,13418
947,94067,22650
948,148636,7057
949,85696,29380
950,48429,18703
951,124048,19383
952,106676,18935
953,146315,15443
954,44847,7941
955,77191,5156
956,64256,28382
957,58774,17255
958,39127,22144
959,148251,13965
960,58205,27791
961,138210,28115
962,130106,22341
963,111163,19805
964,88764,21637
965,148279,29269
966,131824,22953
967,68664,28877
968,86795,12505
969,62333,28267
970,143548,17405
971,66079,17837
972,114225,26390
973,54259,13999
974,56571,27152
975,81119,26300
976,38009,14973
977,140210,28925
978,140531,16855
979,91829,28091
980,68230,24584
981,141364,11557
982,86049,28931
983,131762,14071
984,149466,10088
985,66498,21384
986,149053,21550
987,58820,7063
988,70315,13303
989,125018,16631
990,62795,6125
991,143812,7641
992,115411,22813
993,69191,27485
994,84453,15235
995,42453,17794
996,80325,23018
997,79490,13862
998,104796,8111
999,144165,6690
1000,79993,29099
1001,140780,20740
1002,75706,20094
1003,144981,20875
1004,72817,28024
1005,94544,25341
1006,121434,14156
1007,85710,21664
1008,80799,9446
1009,149586,15158
1010,90964,7808
1011,83678,10402
1012,101150,6964
1013,127379,22206
1014,90438,14629
1015,139987,7061
1016,107223,26559
1017,91926,8865
1018,33801,9294
1019,71048,19171
1020,70144,17965
1021,124478,17228
1022,40148,20651
1023,142364,21461
1024,112819,7159
1025,49861,17822
1026,130048,8187
1027,91717,12135
1028,52480,18508
1029,48637,5789
1030,74621,22947
1031,90304,6322
1032,77431,18387
1033,129937,11673
1034,118921,22886
1035,86172,12116
1036,55437,23043
1037,38149,14507
1038,44671,8062
1039,133005,29700
1040,53119,24446
1041,76117,23454
1042,129317,25641
1043,46279,15868
1044,98835,7553
1045,129810,22428
1046,34803,14979
1047,112897,10957
1048,90805,16727
1049,48201,9578
1050,58634,10621
1051,44760,6966
1052,40826,15548
1053,116821,26353
1054,142125,18864
1055,75775,23634
1056,144090,16679
1057,104676,19975
1058,36798,29717
1059,145161,19167
1060,96103,7014
1061,107160,9624
1062,107751,24992
1063,103502,28103
1064,81410,25309
1065,70888,10868
1066,79047,19626
1067,125289,5804
1068,139640,22718
1069,132614,5667
1070,75955,5384
1071,142393,16316
1072,31982,24638
1073,63864,8440
1074,109118,24132
1075,115490,21396
1076,69265,12726
1077,76313,16199
1078,74350,10403
1079,45378,28838
1080,139168,11151
1081,148334,17359
1082,147107,20227
1083,99815,27614
1084,57924,15057
1085,112593,5100
1086,147490,9978
1087,37312,14504
1088,60353,15988
1089,143744,19531
1090,130673,11534
1091,116450,26088
1092,46192,21833
1093,47450,16631
1094,35432,16693
1095,87225,8167
1096,126548,10380
1097,128991,18823
1098,108711,29696
1099,95604,16629
1100,40295,8856
1101,36774,6075
1102,145107,20755
1103,42190,25797
1104,61286,15914
1105,106325,5701
1106,124450,8348
1107,127480,13185
1108,102427,11836
1109,117513,18304
1110,94014,29596
1111,125887,15638
1112,105852,27218
1113,85256,7249
1114,148580,15705
1115,128743,24606
1116,88630,26375
1117,145896,14374
1118,121190,13118
1119,92771,7551
1120,81715,29641
1121,37466,29486
1122,47637,17550
1123,98745,7214
1124,66317,13534
1125,79766,22101
1126,33078,7460
1127,57299,16928
1128,131794,8255
1129,33543,27174
1130,124627,10334
1131,81052,17281
1132,124483,11830
1133,52064,12754
1134,102287,11940
1135,110442,15722
1136,113632,8632
1137,44425,21029
1138,81481,5014
1139,107347,16581
1140,113114,19157
1141,102317,16506
1142,116826,13208
1143,80530,14971
1144,111099,23333
1145,55888,13272
1146,57491,28183
1147,143101,27963
1148,62352,8079
1149,145437,13127
1150,51676,14210
1151,95836,20014
1152,67463,20646
1153,140478,23208
1154,78990,27713
1155,116544,8864
1156,93627,15661
1157,50221,23897
1158,144965,15322
1159,124870,11710
1160,139054,13516
1161,115837,24874
1162,102843,19386
1163,81313,18338
1164,59251,27509
1165,76586,20316
1166,129693,29463
1167,104418,15203
1168,83884,9888
1169,82620,16325
1170,40040,24088
1171,101677,14386
1172,75878,20645
1173,35969,11260
1174,43162,16267
1175,95435,20419
1176,148504,25981
1177,104667,18086
1178,35037,7904
1179,90526,16492
1180,117914,6123
1181,44693,18430
1182,122162,19999
1183,89090,28319
1184,32451,25700
1185,95560,23654
1186,35962,24108
1187,130860,13121
1188,126951,29055
1189,119552,23642
1190,46444,25246
1191,70443,8646
1192,46506,18173
1193,68384,12025
1194,138598,17549
1195,145874,19853
1196,127229,22655
1197,142314,13989
1198,149846,16326
1199,54248,8463
1200,76162,29992
1201,72690,19388
1202,99625,19075
1203,142752,15547
1204,98008,9941
1205,90309,21010
1206,73237,5897
1207,135754,13244
1208,65732,5605
1209,38104,8677
1210,113230,9547
1211,120266,13652
1212,64980,22158
1213,104990,10256
1214,69560,21333
1215,39554,26875
1216,121049,25414
1217,137007,19730
1218,75987,10156
1219,60985,10773
1220,120298,28559
1221,78167,15886
1222,146533,20930
1223,70428,8518
1224,97238,11775
1225,145078,28990
1226,92723,10378
1227,47038,18634
1228,52219,11673
1229,34271,11444
1230,57397,19176
1231,104491,14379
1232,148088,8727
1233,59602,25380
1234,84471,19225
1235,92150,27765
1236,74227,28196
1237,127081,23373
1238,53116,20468
1239,36674,9345
1240,47469,13174
1241,35446,18052
1242,50760,24098
1243,31963,12046
1244,138281,9186
1245,106002,21722
1246,57262,14853
1247,35177,10968
1248,41160,17456
1249,132876,20498
1250,37543,12684
1251,137211,28105
1252,112162,20543
1253,69278,13361
1254,59607,11505
1255,115835,11387
1256,47221,29394
1257,33323,16291
1258,82105,17806
1259,137841,27860
1260,106151,24396
1261,96968,28868
1262,53238,7610
1263,135959,7473
1264,93830,26639
1265,103967,7688
1266,38330,9804
1267,74153,6290
1268,38611,15227
1269,43872,29682
1270,79455,23991
1271,64930,29462
1272,102022,23072
1273,92714,11511
1274,132406,13197
1275,118794,13714
1276,78716,11672
1277,138722,24727
1278,96704,21449
1279,30415,24794
1280,106441,7981
1281,141736,17785
1282,100779,26972
1283,112069,19666
1284,122556,7815
1285,118444,10096
1286,101435,18950
1287,129142,23401
1288,134448,11673
1289,39888,6742
1290,75299,10720
1291,88765,8509
1292,92714,17273
1293,45935,27770
1294,103002,8534
1295,110631,19685
1296,106729,10136
1297,31320,10585
1298,76032,13554
1299,107763,16473
1300,47907,28542
1301,68002,6634
1302,74838,21908
1303,68912,26310
1304,30552,20117
1305,50140,6722
1306,115591,13611
1307,145169,28313
1308,78737,27541
1309,63367,8864
1310,110634,6067
1311,54061,11438
1312,126590,22803
1313,110336,12271
1314,72124,16325
1315,75638,16828
1316,140728,19132
1317,121115,25386
1318,31982,22013
1319,146322,18442
1320,136134,6834
1321,65765,26702
1322,112606,26384
1323,126422,25515
1324,139910,20126
1325,84681,28113
1326,93232,7353
1327,92349,18878
1328,130063,24439
1329,93474,16132
1330,135327,13203
1331,59513,15322
1332,52592,16295
1333,142196,8157
1334,53618,27466
1335,81632,27247
1336,45409,14626
1337,39529,22340
1338,54154,25242
1339,62882,26192
1340,74917,27522
1341,112488,16826
1342,45701,17095
1343,105281,18567
1344,119871,29816
1345,98225,12884
1346,149278,28425
1347,82492,6955
1348,32988,15204
1349,65919,9991
1350,140023,9065
1351,78426,21067
1352,82167,18763
1353,39013,24187
1354,69113,17095
1355,33574,22408
1356,128016,7329
1357,37838,24082
1358,123899,26078
1359,61368,20873
1360,62228,8026
1361,146296,29231
1362,79711,6011
1363,76097,28427
1364,85773,10624
1365,58639,23084
1366,44823,20229
1367,53510,18244
1368,68333,21602
1369,34435,16780
1370,68418,29462
1371,87955,28536
1372,89507,27210
1373,81033,10585
1374,116089,21362
1375,148551,19105
1376,102972,29442
1377,132012,22195
1378,77219,19837
1379,64477,19393
1380,119780,10456
1381,72721,29061
1382,97228,26293
1383,45523,26093
1384,62326,9521
1385,142626,14775
1386,72205,19099
1387,30125,9037
1388,141248,14074
1389,96735,18986
1390,134396,29395
1391,46375,21815
1392,32711,17226
1393,62437,29559
1394,58022,14139
1395,39182,17099
1396,123177,14859
1397,125066,16174
1398,118148,27932
1399,101531,7539
1400,70950,15305
1401,133806,18199
1402,42920,5390
1403,52144,5082
1404,114418,22386
1405,32565,13968
1406,118909,28780
1407,83942,17281
1408,139093,20120
1409,100560,14946
1410,54691,15891
1411,63799,24640
1412,96777,24628
1413,64510,11007
1414,134013,5522
1415,117919,6694
1416,143043,23636
1417,107366,9837
1418,58975,16801
1419,83242,28710
1420,76546,13469
1421,122087,21531
1422,136464,13148
1423,53267,18065
1424,107911,17706
1425,117049,8620
1426,99939,15631
1427,34897,14131
1428,30163,19307
1429,131614,8709
1430,82540,20986
1431,112915,18915
1432,143295,25721
1433,60030,10094
1434,85313,14415
1435,59870,21078
1436,146565,20476
1437,59482,18530
1438,61058,12472
1439,87255,8363
1440,122407,24407
1441,147952,23201
1442,94930,19140
1443,80500,22067
1444,56379,26891
1445,97787,28115
1446,139396,19315
1447,53674,24294
1448,36590,19414
1449,61432,7017
1450,70426,9223
1451,79584,7184
1452,117663,22741
1453,68015,28075
1454,103251,11531
1455,99353,9666
1456,125029,28781
1457,112990,16255
1458,34600,7468
1459,54690,12291
1460,138286,12255
1461,63762,8920
1462,149006,9236
1463,67499,6939
1464,117988,8856
1465,37670,5050
1466,116687,28514
1467,47341,20926
1468,125140,6360
1469,103823,11805
1470,114074,16928
1471,47015,16994
1472,140180,29941
1473,95126,27414
1474,85197,8045
1475,79849,16093
1476,144719,5257
1477,45852,16651
1478,85361,5044
1479,141794,29844
1480,51258,22718
1481,133866,22055
1482,92355,20354
1483,71508,18589
1484,97784,12000
1485,101728,25022
1486,57410,19480
1487,39895,11085
1488,101942,5234
1489,63924,11834
1490,142622,20055
1491,136839,8207
1492,100831,26948
1493,42264,7400
1494,58038,14609
1495,134458,26473
1496,146936,17562
1497,39136,28935
1498,43213,26389
1499,107608,28874
1500,138546,12740
1501,131589,26566
1502,57431,19184
1503,72290,19038
1504,97539,5650
1505,115535,21417
1506,126815,24416
1507,72747,18119
1508,105974,12644
1509,109763,22494
1510,99208,13653
1511,102994,19416
1512,114075,29897
1513,99015,25894
1514,44887,6874
1515,30051,24423
1516,97695,15429
1517,99926,17213
1518,115571,21219
1519,58491,22640
1520,46080,8240
1521,64880,20802
1522,89965,21122
1523,141056,25647
1524,77361,26653
1525,117685,15903
1526,110875,29101
1527,124841,6409
1528,96890,15620
1529,101156,6832
1530,99290,23408
1531,46593,10736
1532,46167,9993
1533,118091,16103
1534,63005,19397
1535,136831,29018
1536,95471,26341
1537,136379,8213
1538,80728,15355
1539,38691,11208
1540,39756,14644
1541,66308,11453
1542,94079,24137
1543,95524,16093
1544,90466,18741
1545,39327,16263
1546,58520,28712
1547,73308,5305
1548,135561,6384
1549,124436,24751
1550,46533,22958
1551,127417,5872
1552,123318,13360
1553,74488,26962
1554,97160,14795
1555,70429,22414
1556,81726,29148
1557,116348,14926
1558,103065,20491
1559,50653,28115
1560,86921,11905
1561,123396,9442
1562,43654,20290
1563,32108,8667
1564,99483,22660
1565,37899,11553
1566,43372,21926
1567,67682,29930
1568,125909,9808
1569,134971,12731
1570,97799,5583
1571,121724,21894
1572,66583,28060
1573,59295,28055
1574,96113,14138
1575,110565,12695
1576,79574,8473
1577,131067,6198
1578,94934,8995
1579,60066,17113
1580,113149,9535
1581,143949,10871
1582,115096,24687
1583,38945,7447
1584,59418,14408
1585,112607,29123
1586,79874,11844
1587,142158,22674
1588,47130,17413
1589,116257,27218
1590,98248,20169
1591,112627,12549
1592,111393,28071
1593,71394,13693
1594,141372,16063
1595,79635,28812
1596,143023,21770
1597,129837,13603
1598,112089,7006
1599,47404,10213
1600,102629,23531
1601,43156,8868
1602,85618,14530
1603,79999,19360
1604,43785,27421
1605,78359,11637
1606,120807,21736
1607,44694,9964
1608,66114,24572
1609,99549,6302
1610,87230,12749
1611,62799,5846
1612,120288,18390
1613,41156,18735
1614,40304,28905
1615,70645,19876
1616,68938,18967
1617,86982,23908
1618,107614,23262
1619,121614,9105
1620,32315,25014
1621,122756,29054
1622,127267,28051
1623,128369,7819
1624,42420,27363
1625,48312,13077
1626,51395,17022
1627,70301,14250
1628,76972,23873
1629,93294,27072
1630,110853,24648
1631,78225,27407
1632,112504,16793
1633,52854,23677
1634,100780,22058
1635,60929,15070
1636,136458,11257
1637,87103,6011
1638,146436,21616
1639,93620,24411
1640,119590,24993
1641,114124,7173
1642,74590,8384
1643,130196,23712
1644,102554,5797
1645,40621,12121
1646,147781,18594
1647,30973,19986
1648,148712,25068
1649,139138,25871
1650,88786,12690
1651,134919,17669
1652,67097,23973
1653,64245,26085
1654,95211,29051
1655,84841,27798
1656,55346,22847
1657,135633,16554
1658,101980,24494
1659,120417,22431
1660,79153,9871
1661,120382,18354
1662,106942,10289
1663,135147,25819
